,Date,DFF,Inflation_Rate, Open_Dow, High_Dow, Low_Dow, Close_Dow,Average_Dow, Open_Nasdaq, High_Nasdaq, Low_Nasdaq, Close_Nasdaq,Average_Nasdaq, Open_S&P, High_S&P, Low_S&P, Close_S&P,Average_S&P
151,7/31/08,2.09,2.34,13044.66,13049.21,12876.11,12886.12,12965.39,2311.11,2353.39,2309.64,2325.55,2318.33,1271.66,1284.93,1265.97,1267.38,1269.52
152,8/1/08,2.04,2.34,12886.12,12920.02,12761.52,12827.05,12856.585,2331.5,2328.95,2286.41,2310.96,2321.23,1270.52,1270.52,1254.54,1260.31,1265.415
153,8/4/08,1.97,2.34,12827.04,12829.4,12661.38,12679.2,12753.12,2307.59,2309.75,2280.93,2285.56,2296.575,1258.07,1260.49,1247.45,1249.01,1253.54
154,8/5/08,1.97,2.3,12679.2,13014.74,12679.2,13014.74,12846.970000000001,2310.02,2349.83,2303.63,2349.83,2329.925,1254.87,1284.88,1254.67,1284.88,1269.875
155,8/6/08,2.01,2.27,13014.73,13100.04,12934.52,13074.56,13044.645,2349.33,2385.77,2333.53,2378.37,2363.85,1279.88,1291.67,1276.0,1289.19,1284.535
156,8/7/08,1.96,2.24,13074.55,13074.55,12831.64,12851.16,12962.855,2360.82,2386.44,2351.32,2355.73,2358.275,1279.57,1286.51,1264.29,1266.07,1272.82
157,8/8/08,2.01,2.22,12851.16,13157.26,12810.95,13144.91,12998.035,2354.83,2416.4,2352.04,2414.1,2384.465,1263.68,1297.85,1262.11,1296.32,1280.0
158,8/11/08,1.99,2.19,13144.91,13326.12,13100.2,13252.78,13198.845000000001,2408.72,2461.65,2402.53,2439.95,2424.335,1293.73,1313.15,1291.41,1305.32,1299.525
159,8/12/08,1.95,2.19,13252.78,13252.78,13063.06,13105.39,13179.085,2433.32,2447.16,2421.09,2430.61,2431.965,1300.68,1304.79,1285.64,1289.59,1295.135
160,8/13/08,1.98,2.19,13105.39,13160.74,12968.45,13087.05,13096.22,2423.71,2443.44,2404.03,2428.62,2426.165,1285.22,1294.03,1274.86,1285.83,1285.525
161,8/14/08,2.09,2.22,13087.05,13224.6,13005.39,13166.63,13126.84,2414.08,2461.15,2414.41,2453.67,2433.875,1274.99,1300.11,1276.84,1292.93,1283.96
162,8/15/08,2.08,2.18,13166.66,13260.46,13142.05,13209.68,13188.17,2466.97,2473.2,2441.05,2452.52,2459.745,1294.49,1302.05,1290.74,1298.2,1296.345
163,8/18/08,1.91,2.15,13209.69,13232.17,12969.83,13014.79,13112.240000000002,2455.07,2456.96,2404.41,2416.98,2436.025,1299.98,1300.22,1274.51,1278.6,1289.29
164,8/19/08,1.94,2.15,13014.79,13014.79,12852.07,12890.49,12952.64,2399.87,2410.96,2376.67,2384.36,2392.115,1270.18,1276.65,1263.11,1266.69,1268.435
165,8/20/08,1.98,2.19,12890.49,12987.35,12838.62,12965.51,12928.0,2394.38,2408.68,2372.34,2389.08,2391.73,1271.44,1276.01,1261.16,1274.54,1272.99
166,8/21/08,2.01,2.23,12965.5,13024.62,12875.03,12984.08,12974.79,2370.87,2387.72,2360.39,2380.38,2375.625,1266.14,1281.4,1265.22,1277.72,1271.93
167,8/22/08,2.02,2.18,12984.08,13137.49,12984.08,13130.16,13057.119999999999,2394.0,2417.63,2390.34,2414.71,2404.355,1282.92,1293.09,1277.59,1292.2,1287.56
168,8/25/08,2.01,2.15,13130.16,13130.16,12855.17,12874.73,13002.445,2398.75,2399.73,2362.2,2365.59,2382.17,1284.71,1290.47,1264.87,1266.84,1275.775
169,8/26/08,1.88,2.16,12874.73,12964.75,12835.84,12923.03,12898.880000000001,2364.18,2377.04,2345.79,2361.97,2363.075,1267.15,1275.65,1263.21,1271.51,1269.33
170,8/27/08,1.98,2.19,12923.03,13067.09,12917.28,13035.09,12979.060000000001,2362.87,2395.02,2358.93,2382.46,2372.665,1272.58,1285.05,1270.03,1281.66,1277.12
171,8/28/08,1.99,2.17,13035.09,13229.98,13035.09,13229.98,13132.535,2390.65,2412.84,2388.55,2411.64,2401.145,1288.0,1300.68,1283.79,1300.68,1294.3400000000001
172,8/29/08,1.94,2.15,13229.97,13229.97,13060.02,13061.72,13145.845,2391.15,2393.49,2360.91,2367.52,2379.335,1293.82,1297.59,1282.74,1282.83,1288.3249999999998
174,9/2/08,1.96,2.05,13061.72,13259.52,12939.06,12999.0,13030.36,2403.24,2413.11,2338.37,2349.24,2376.24,1298.33,1303.04,1272.2,1277.58,1287.955
175,9/3/08,2.01,2,12999.0,13032.97,12872.68,12963.14,12981.07,2347.84,2357.43,2320.91,2333.73,2340.785,1275.03,1280.6,1265.59,1274.98,1275.005
176,9/4/08,1.99,1.94,12963.14,12963.22,12578.7,12587.97,12775.555,2315.79,2317.32,2259.04,2259.04,2287.415,1266.06,1271.8,1232.83,1236.83,1251.445
177,9/5/08,1.97,1.95,12587.97,12664.56,12374.31,12636.1,12612.035,2240.97,2264.35,2216.99,2255.88,2248.425,1228.92,1244.94,1217.23,1242.31,1235.615
178,9/8/08,1.92,1.98,12636.33,12953.6,12636.33,12865.85,12751.09,2300.27,2303.89,2236.97,2269.76,2285.0150000000003,1274.42,1274.42,1247.12,1267.79,1271.105
179,9/9/08,1.96,1.93,12865.85,12866.64,12418.47,12418.48,12642.165,2268.26,2285.54,2209.81,2209.81,2239.035,1265.41,1268.66,1224.51,1224.51,1244.96
180,9/10/08,2.12,1.95,12418.5,12621.84,12386.35,12512.34,12465.42,2235.82,2247.63,2209.59,2228.7,2232.26,1235.97,1243.9,1221.6,1232.04,1234.005
181,9/11/08,2.0,1.97,12512.34,12667.56,12293.5,12658.98,12585.66,2198.27,2259.25,2191.53,2258.22,2228.245,1214.94,1249.98,1211.54,1249.05,1231.995
182,9/12/08,2.1,1.95,12658.98,12735.7,12516.4,12708.52,12683.75,2241.4,2268.83,2228.0,2261.27,2251.335,1238.77,1255.09,1233.81,1251.7,1245.2350000000001
183,9/15/08,2.64,1.77,12708.34,12708.35,12121.42,12121.42,12414.880000000001,2196.22,2244.88,2179.91,2179.91,2188.0649999999996,1213.16,1250.92,1192.7,1192.7,1202.93
184,9/16/08,1.98,1.63,12121.42,12342.04,11884.94,12339.09,12230.255000000001,2142.79,2214.29,2145.17,2207.9,2175.3450000000003,1169.28,1214.84,1169.28,1213.59,1191.435
185,9/17/08,2.8,1.6,12339.09,12339.09,11760.66,11769.56,12054.325,2173.82,2183.25,2098.85,2098.85,2136.335,1189.89,1210.34,1155.88,1156.39,1173.14
186,9/18/08,2.16,1.6,11769.56,12328.85,11545.55,12292.5,12031.029999999999,2136.14,2201.71,2070.22,2199.1,2167.62,1178.2,1211.14,1133.5,1206.51,1192.355
187,9/19/08,1.48,1.93,12292.63,12868.72,12292.63,12816.58,12554.605,2311.97,2318.43,2239.73,2273.9,2292.935,1265.12,1265.12,1213.11,1255.08,1260.1
188,9/22/08,1.51,1.98,12816.59,12823.6,12289.65,12300.62,12558.605,2261.51,2266.45,2178.98,2178.98,2220.245,1245.87,1255.37,1205.61,1207.09,1226.48
189,9/23/08,1.46,1.86,12300.64,12428.73,12094.51,12112.61,12206.625,2187.61,2209.62,2151.77,2153.33,2170.4700000000003,1210.44,1221.15,1187.06,1188.22,1199.33
190,9/24/08,1.19,1.75,12112.61,12190.37,12021.29,12072.24,12092.425,2163.24,2179.93,2147.36,2155.68,2159.46,1187.46,1197.41,1179.79,1185.87,1186.665
191,9/25/08,1.23,1.79,12072.24,12389.56,12071.99,12283.95,12178.095000000001,2172.47,2210.74,2167.06,2186.57,2179.52,1187.87,1220.03,1187.87,1209.18,1198.525
192,9/26/08,1.08,1.75,12283.94,12320.65,12059.95,12298.47,12291.205,2134.8,2187.53,2136.85,2183.34,2159.07,1187.54,1215.77,1187.54,1213.01,1200.275
193,9/29/08,1.56,1.58,12298.44,12298.44,11265.85,11265.85,11782.145,2138.81,2152.69,1983.73,1983.73,2061.27,1188.46,1209.07,1106.39,1106.39,1147.4250000000002
194,9/30/08,2.03,1.6,11265.85,11842.51,11265.85,11826.0,11545.925,2034.39,2094.31,2015.93,2091.88,2063.135,1135.0,1168.03,1113.78,1166.36,1150.6799999999998
195,10/1/08,1.15,1.51,11826.0,11826.0,11569.28,11765.05,11795.525,2076.94,2083.2,2046.06,2069.4,2073.17,1154.7,1167.03,1140.77,1161.06,1157.88
196,10/2/08,0.67,1.49,11765.05,11765.05,11232.87,11258.96,11512.005,2059.16,2056.43,1975.0,1976.72,2017.94,1150.85,1160.64,1111.43,1114.28,1132.565
197,10/3/08,1.1,1.45,11258.97,11639.41,11074.93,11085.51,11172.24,2002.7,2046.81,1947.19,1947.39,1975.045,1128.35,1153.82,1098.14,1099.23,1113.79
198,10/6/08,1.96,1.27,11085.5,11085.5,10142.4,10635.83,10860.665,1894.39,1905.01,1777.02,1862.96,1878.6750000000002,1065.59,1097.56,1007.97,1056.89,1061.24
199,10/7/08,2.97,1.18,10635.83,10792.09,10026.02,10026.04,10330.935000000001,1879.36,1886.35,1754.88,1754.88,1817.12,1068.33,1072.91,996.23,996.23,1032.28
200,10/8/08,2.24,1.03,10026.03,10251.4,9732.05,9900.7,9963.365000000002,1709.7,1806.89,1706.86,1740.33,1725.0149999999999,966.16,1021.06,970.97,984.94,975.55
201,10/9/08,1.4,1.05,9900.7,10115.23,9144.94,9157.49,9529.095000000001,1769.96,1787.41,1634.88,1645.12,1707.54,998.22,1005.25,909.19,909.92,954.0699999999999
202,10/10/08,0.79,0.92,9157.48,9421.66,8470.5,9088.3,9122.89,1584.97,1690.77,1542.45,1649.51,1617.24,866.33,936.36,839.8,899.22,882.7750000000001
203,10/13/08,0.79,.,9088.3,10162.48,10122.17,10122.17,9605.235,1734.97,1844.25,1715.74,1844.25,1789.6100000000001,944.62,1006.93,912.75,1003.35,973.985
204,10/14/08,1.1,1.03,10122.19,10510.76,9777.21,10035.05,10078.619999999999,1894.46,1896.95,1752.89,1779.01,1836.7350000000001,1049.69,1044.31,972.07,998.01,1023.85
205,10/15/08,1.04,1.02,10035.05,10035.05,9096.26,9126.92,9580.985,1753.16,1761.23,1628.33,1628.33,1690.745,975.22,994.6,903.99,907.84,941.53
206,10/16/08,0.83,0.97,9127.14,9529.77,9516.15,9516.15,9321.645,1639.66,1717.72,1565.72,1717.71,1678.685,912.04,947.71,865.83,946.43,929.2349999999999
207,10/17/08,0.6,1.11,9516.14,9905.82,9244.68,9475.41,9495.775,1677.18,1782.58,1670.28,1711.29,1694.2350000000001,922.71,984.64,918.74,940.55,931.63
208,10/20/08,0.7,1.15,9475.41,9916.07,9475.41,9915.16,9695.285,1736.59,1770.05,1698.01,1770.03,1753.31,954.92,985.4,943.51,985.4,970.16
209,10/21/08,0.67,1.13,9915.16,9917.34,9596.3,9617.63,9766.395,1741.79,1768.54,1695.12,1696.68,1719.2350000000001,971.04,985.44,952.47,955.05,963.045
210,10/22/08,0.81,1.06,9617.61,9618.46,8837.38,9041.82,9329.715,1672.74,1678.71,1587.22,1615.75,1644.245,931.62,951.67,875.81,896.78,914.2
211,10/23/08,0.93,0.96,9041.82,9270.39,8614.45,9086.16,9063.99,1619.76,1645.5,1533.55,1603.91,1611.835,904.11,922.83,858.44,908.11,906.11
212,10/24/08,0.95,0.74,9086.16,9086.16,8539.2,8778.48,8932.32,1493.0,1584.27,1493.79,1552.03,1522.5149999999999,852.85,896.3,852.85,876.77,864.81
213,10/27/08,0.92,0.77,8778.48,8917.82,8459.07,8477.82,8628.15,1528.99,1574.54,1503.81,1505.9,1517.4450000000002,860.23,893.78,846.75,848.92,854.575
214,10/28/08,0.67,0.83,8477.91,9329.81,9327.46,9327.46,8902.685,1548.55,1649.47,1504.13,1649.47,1599.01,873.12,940.51,845.27,940.51,906.815
215,10/29/08,0.36,0.88,9327.46,9657.78,9211.66,9286.93,9307.195,1645.64,1705.51,1622.01,1657.21,1651.4250000000002,937.26,969.97,922.26,930.09,933.675
216,10/30/08,0.3,0.94,9286.93,9621.99,9286.93,9553.97,9420.45,1697.97,1712.56,1658.45,1698.52,1698.245,958.09,963.23,928.5,954.09,956.09
217,10/31/08,0.22,0.87,9553.97,9868.74,9450.25,9732.07,9643.02,1686.65,1742.54,1673.32,1720.95,1703.8000000000002,952.83,984.38,944.59,968.75,960.79
218,11/3/08,0.23,0.87,9732.07,9806.22,9640.17,9713.36,9722.715,1720.76,1738.53,1713.39,1726.33,1723.545,968.24,975.57,958.82,966.3,967.27
219,11/4/08,0.23,0.93,9713.38,10088.27,9713.38,10073.46,9893.419999999998,1762.27,1785.84,1739.81,1780.12,1771.195,988.88,1007.51,971.31,1005.75,997.315
220,11/5/08,0.23,0.97,10073.46,10073.46,9520.01,9547.83,9810.645,1759.68,1764.43,1679.19,1681.64,1720.66,991.23,1001.84,949.86,952.77,972.0
221,11/6/08,0.23,0.94,9547.81,9547.81,9038.32,9079.72,9313.765,1659.87,1676.92,1603.87,1608.7,1634.2849999999999,942.74,952.4,899.73,904.88,923.81
222,11/7/08,0.27,0.97,9079.72,9333.16,9079.72,9328.29,9204.005000000001,1628.71,1654.25,1615.51,1647.4,1638.055,914.67,931.46,906.9,930.99,922.8299999999999
223,11/10/08,0.29,0.98,9328.29,9527.84,9088.98,9191.43,9259.86,1681.65,1680.67,1603.33,1616.74,1649.1950000000002,949.74,951.95,907.47,919.21,934.475
224,11/11/08,0.29,.,9191.43,9191.43,8856.66,8982.61,9087.02,1597.73,1612.42,1563.95,1580.9,1589.315,905.5,917.15,884.9,898.95,902.225
225,11/12/08,0.35,0.96,8982.59,8982.59,8496.64,8509.14,8745.865,1553.16,1562.78,1499.21,1499.21,1526.185,880.15,893.39,850.48,852.3,866.2249999999999
226,11/13/08,0.35,0.89,8509.14,9115.54,9097.94,9097.94,8803.54,1496.64,1596.7,1428.54,1596.7,1546.67,857.06,913.01,818.69,911.29,884.175
227,11/14/08,0.34,0.85,9097.94,9126.95,8675.38,8698.92,8898.43,1558.09,1587.76,1513.09,1516.85,1537.4699999999998,891.18,916.88,869.88,873.29,882.2349999999999
228,11/17/08,0.37,0.83,8698.92,8786.97,8470.94,8486.94,8592.93,1495.52,1526.96,1481.7,1482.05,1488.7849999999999,862.09,882.29,848.98,850.75,856.4200000000001
229,11/18/08,0.38,0.61,8486.94,8628.4,8229.41,8547.24,8517.09,1489.27,1498.42,1429.92,1483.27,1486.27,849.31,865.9,826.84,859.12,854.2149999999999
230,11/19/08,0.38,0.4,8547.24,8593.72,7997.77,7998.91,8273.075,1477.67,1493.05,1386.42,1386.42,1432.045,857.68,864.57,806.18,806.58,832.13
231,11/20/08,0.49,0.04,7998.9,8114.95,7409.5,7450.95,7724.924999999999,1372.92,1414.43,1314.9,1316.12,1344.52,795.69,820.52,747.78,752.44,774.065
232,11/21/08,0.57,0.05,7450.96,7921.47,7319.92,7911.12,7681.04,1339.57,1384.35,1295.48,1384.35,1361.96,763.45,801.2,741.02,800.03,781.74
233,11/24/08,0.62,0.24,7911.14,8557.72,7911.14,8428.65,8169.895,1408.75,1480.41,1384.35,1472.02,1440.385,818.21,865.6,801.2,851.81,835.01
234,11/25/08,0.59,0.32,8428.65,8591.35,8268.72,8504.22,8466.435,1489.78,1486.22,1430.4,1464.73,1477.255,868.48,868.94,834.99,857.39,862.935
235,11/26/08,0.53,0.31,8504.22,8835.38,8343.62,8835.38,8669.8,1443.5,1532.1,1441.21,1532.1,1487.8,840.68,887.68,841.37,887.68,864.18
237,11/28/08,0.52,0.33,8835.38,8925.96,8761.65,8925.96,8880.669999999998,1519.04,1535.57,1512.41,1535.57,1527.3049999999998,883.43,896.25,881.21,896.24,889.835
238,12/1/08,0.52,0.34,8925.96,8925.96,8098.65,8106.09,8516.025,1501.15,1535.57,1398.07,1398.07,1449.6100000000001,870.24,888.61,815.69,816.21,843.225
239,12/2/08,0.47,0.42,8106.09,8450.61,8106.09,8438.68,8272.385,1424.28,1450.83,1399.88,1449.8,1437.04,831.73,850.54,817.94,848.81,840.27
240,12/3/08,0.36,0.53,8438.51,8675.66,8230.5,8653.93,8546.220000000001,1414.28,1493.06,1414.04,1492.38,1453.33,827.93,873.12,827.6,870.74,849.335
241,12/4/08,0.2,0.57,8653.93,8708.49,8265.06,8393.12,8523.525000000001,1465.67,1500.95,1426.41,1445.56,1455.615,855.96,875.6,833.6,845.22,850.59
242,12/5/08,0.12,0.44,8393.12,8735.47,8121.0,8708.95,8551.035,1429.46,1510.39,1404.8,1509.31,1469.385,835.12,879.42,818.41,876.07,855.595
243,12/8/08,0.12,0.3,8709.05,9129.04,8709.05,9049.26,8879.154999999999,1539.37,1583.81,1536.71,1571.74,1555.5549999999998,898.02,918.57,882.71,909.7,903.86
244,12/9/08,0.13,0.26,9049.26,9133.44,8804.29,8841.86,8945.560000000001,1547.99,1602.92,1538.25,1547.34,1547.665,896.7,916.26,885.38,888.67,892.685
245,12/10/08,0.11,0.25,8841.88,9051.77,8822.33,8964.02,8902.95,1558.76,1584.14,1542.14,1565.48,1562.12,897.2,908.27,885.45,899.24,898.22
246,12/11/08,0.14,0.29,8964.02,9008.2,8629.52,8682.43,8823.225,1547.39,1568.26,1501.81,1507.88,1527.6350000000002,889.54,904.63,868.73,873.59,881.565
247,12/12/08,0.15,0.17,8682.43,8807.95,8471.19,8775.66,8729.045,1477.3,1542.79,1478.57,1540.72,1509.01,871.79,883.24,851.35,879.73,875.76
248,12/15/08,0.18,0.1,8642.46,8642.46,8642.46,8642.46,8642.46,1542.81,1544.16,1491.4,1508.34,1525.5749999999998,883.16,884.63,857.72,868.57,875.865
249,12/16/08,0.17,0.16,8642.47,9106.55,8642.47,9097.72,8870.095,1524.12,1589.89,1526.06,1589.89,1557.005,875.4,914.66,871.53,913.18,894.29
250,12/17/08,0.12,0.34,9097.72,9176.91,8941.95,9039.98,9068.849999999999,1567.29,1598.2,1560.16,1579.31,1573.3,900.54,918.85,895.94,904.42,902.48
251,12/18/08,0.11,0.23,9039.98,9104.55,8765.71,8854.12,8947.05,1585.87,1591.31,1535.38,1552.37,1569.12,907.96,911.02,877.44,885.28,896.62
252,12/19/08,0.11,0.15,8854.15,9052.71,8839.16,8889.32,8871.735,1571.2,1593.21,1557.63,1564.32,1567.76,889.74,905.47,883.02,887.88,888.81
253,12/22/08,0.11,0.15,8889.32,8889.9,8561.78,8718.54,8803.93,1566.18,1563.19,1503.7,1532.35,1549.2649999999999,888.33,887.37,857.09,871.63,879.98
254,12/23/08,0.11,0.15,8718.54,8804.02,8600.88,8639.82,8679.18,1542.12,1548.42,1512.84,1521.54,1531.83,879.8,880.44,860.1,863.16,871.48
255,12/24/08,0.11,0.13,8639.82,8694.49,8609.18,8680.22,8660.02,1521.99,1527.21,1516.27,1524.9,1523.4450000000002,863.73,869.79,861.44,868.15,865.94
257,12/26/08,0.09,0.13,8680.23,8743.59,8664.37,8737.47,8708.849999999999,1529.96,1531.7,1519.1,1530.24,1530.1,872.03,873.74,866.52,872.8,872.415
258,12/29/08,0.1,0.11,8737.47,8744.15,8567.87,8683.46,8710.465,1530.02,1530.79,1493.45,1510.32,1520.17,873.76,873.76,857.07,869.42,871.5899999999999
259,12/30/08,0.09,0.09,8683.47,8903.98,8683.47,8901.91,8792.689999999999,1519.78,1550.7,1517.31,1550.7,1535.24,873.87,891.12,870.58,890.64,882.255
260,12/31/08,0.14,0.11,9056.67,9056.67,9056.67,9056.67,9056.67,1551.13,1586.76,1548.93,1577.03,1564.08,890.22,910.32,889.67,903.25,896.735
262,1/2/09,0.08,0.17,9331.78,9331.78,9331.78,9331.78,9331.78,1579.19,1635.83,1572.04,1632.21,1605.7,904.61,934.73,899.73,931.8,918.2049999999999
263,1/5/09,0.11,0.15,9306.34,9306.34,9306.34,9306.34,9306.34,1626.19,1640.43,1604.83,1628.03,1627.1100000000001,929.17,936.63,919.53,927.45,928.31
264,1/6/09,0.09,0.42,9397.46,9397.46,9397.46,9397.46,9397.46,1642.74,1665.56,1636.26,1652.38,1647.56,937.33,943.85,927.28,934.7,936.0150000000001
265,1/7/09,0.11,0.47,9112.99,9112.99,9112.99,9112.99,9112.99,1622.38,1625.22,1588.25,1599.06,1610.72,917.87,927.45,902.37,906.65,912.26
266,1/8/09,0.1,0.5,9158.29,9158.29,9158.29,9158.29,9158.29,1592.44,1617.01,1584.3,1617.01,1604.725,901.25,910.0,896.81,909.73,905.49
267,1/9/09,0.09,0.56,8949.19,8949.19,8949.19,8949.19,8949.19,1618.5,1617.05,1570.46,1571.59,1595.045,910.92,911.93,888.31,890.35,900.635
268,1/12/09,0.1,0.59,8736.86,8736.86,8736.86,8736.86,8736.86,1572.41,1573.45,1528.17,1538.79,1555.6,888.53,890.4,864.32,870.26,879.395
269,1/13/09,0.1,0.59,8768.19,8768.19,8768.19,8768.19,8768.19,1535.15,1557.56,1527.49,1546.46,1540.805,867.39,877.02,862.02,871.79,869.5899999999999
270,1/14/09,0.15,0.45,8465.58,8465.58,8465.58,8465.58,8465.58,1521.33,1528.5,1485.32,1489.64,1505.4850000000001,854.05,867.28,836.93,842.62,848.335
271,1/15/09,0.18,0.45,8499.64,8499.64,8499.64,8499.64,8499.64,1485.66,1521.53,1456.73,1511.84,1498.75,840.45,851.59,817.04,843.74,842.095
272,1/16/09,0.19,0.55,8567.21,8567.21,8567.21,8567.21,8567.21,1534.91,1538.44,1490.72,1529.33,1532.12,858.13,858.13,830.66,850.12,854.125
274,1/20/09,0.2,0.58,8100.01,8100.01,8100.01,8100.01,8100.01,1518.07,1521.56,1440.86,1440.86,1479.465,841.91,849.64,804.47,805.22,823.565
275,1/21/09,0.23,0.58,8453.26,8453.26,8453.26,8453.26,8453.26,1464.33,1507.41,1444.9,1507.07,1485.6999999999998,818.63,841.72,804.3,840.24,829.435
276,1/22/09,0.21,0.65,8309.84,8309.84,8309.84,8309.84,8309.84,1469.04,1492.43,1444.2,1465.49,1467.2649999999999,820.4,839.74,811.29,827.5,823.95
277,1/23/09,0.18,0.72,8356.78,8356.78,8356.78,8356.78,8356.78,1441.5,1495.22,1434.21,1477.29,1459.395,808.8,838.61,806.07,831.95,820.375
278,1/26/09,0.19,0.78,8404.64,8404.64,8404.64,8404.64,8404.64,1479.23,1514.24,1470.82,1489.46,1484.345,834.57,852.53,827.69,836.57,835.57
279,1/27/09,0.18,0.82,8496.09,8496.09,8496.09,8496.09,8496.09,1496.9,1513.1,1488.82,1504.9,1500.9,841.64,850.45,835.4,845.71,843.675
280,1/28/09,0.19,0.9,8785.63,8785.63,8785.63,8785.63,8785.63,1532.52,1567.56,1530.37,1558.34,1545.4299999999998,863.81,877.86,845.73,874.09,868.95
281,1/29/09,0.23,1.04,8491.32,8491.32,8491.32,8491.32,8491.32,1537.19,1537.47,1505.92,1507.84,1522.5149999999999,859.3,868.89,844.15,845.14,852.22
282,1/30/09,0.23,1.14,8305.12,8305.12,8305.12,8305.12,8305.12,1517.56,1523.27,1472.56,1476.42,1496.99,849.08,851.66,821.67,825.88,837.48
283,2/2/09,0.24,1.07,8311.75,8311.75,8311.75,8311.75,8311.75,1462.67,1502.59,1460.85,1494.43,1478.5500000000002,815.11,830.78,812.87,825.44,820.2750000000001
284,2/3/09,0.24,1.13,8431.01,8431.01,8431.01,8431.01,8431.01,1499.07,1521.09,1479.78,1516.3,1507.685,830.42,842.6,821.98,838.51,834.4649999999999
285,2/4/09,0.24,1.17,8375.13,8375.13,8375.13,8375.13,8375.13,1516.53,1549.44,1508.88,1515.05,1515.79,841.58,851.85,829.18,832.23,836.905
286,2/5/09,0.23,1.11,8507.5,8507.5,8507.5,8507.5,8507.5,1498.8,1554.33,1495.59,1546.24,1522.52,826.1,850.55,819.91,845.85,835.975
287,2/6/09,0.23,1.23,8746.09,8746.09,8746.09,8746.09,8746.09,1548.73,1594.16,1546.13,1591.71,1570.22,847.37,870.75,845.42,868.6,857.985
288,2/9/09,0.22,1.41,8751.93,8751.93,8751.93,8751.93,8751.93,1589.99,1597.86,1576.17,1591.56,1590.775,868.17,875.01,861.65,869.89,869.03
289,2/10/09,0.24,1.25,8337.59,8337.59,8337.59,8337.59,8337.59,1577.87,1598.35,1521.16,1524.73,1551.3,861.98,868.05,822.99,827.16,844.5699999999999
290,2/11/09,0.22,1.12,8397.58,8397.58,8397.58,8397.58,8397.58,1529.63,1542.64,1509.48,1530.5,1530.065,833.36,838.22,822.3,833.74,833.55
291,2/12/09,0.23,1.14,8418.47,8418.47,8418.47,8418.47,8418.47,1507.92,1542.1,1495.87,1541.71,1524.815,818.72,835.48,808.06,835.19,826.955
292,2/13/09,0.22,1.21,8341.67,8341.67,8341.67,8341.67,8341.67,1540.06,1552.57,1530.16,1534.36,1537.21,832.9,839.43,825.21,826.84,829.87
294,2/17/09,0.25,1.11,7965.59,7965.59,7965.59,7965.59,7965.59,1492.32,1492.57,1467.85,1470.66,1481.49,803.11,818.61,789.17,789.17,796.14
295,2/18/09,0.23,1.11,7938.38,7938.38,7938.38,7938.38,7938.38,1479.69,1487.83,1454.55,1467.97,1473.83,793.83,796.17,780.43,788.42,791.125
296,2/19/09,0.21,1.12,7838.4,7838.4,7838.4,7838.4,7838.4,1480.84,1484.83,1442.78,1442.82,1461.83,795.19,797.58,777.03,778.94,787.065
297,2/20/09,0.2,1.11,7749.65,7749.65,7749.65,7749.65,7749.65,1429.68,1453.04,1417.04,1441.23,1435.455,768.2,778.69,754.25,770.05,769.125
298,2/23/09,0.19,1.08,7475.31,7475.31,7475.31,7475.31,7475.31,1447.8,1452.58,1386.86,1387.72,1417.76,777.52,777.85,742.37,743.33,760.425
299,2/24/09,0.21,0.98,7780.56,7780.56,7780.56,7780.56,7780.56,1393.57,1445.07,1395.23,1441.83,1417.6999999999998,746.51,775.49,744.69,773.14,759.825
300,2/25/09,0.21,0.97,7692.05,7692.05,7692.05,7692.05,7692.05,1431.11,1453.59,1404.6,1425.43,1428.27,767.63,780.12,752.89,764.9,766.265
301,2/26/09,0.22,0.96,7568.4,7568.4,7568.4,7568.4,7568.4,1438.37,1444.52,1391.47,1391.47,1414.92,775.23,779.42,751.75,752.83,764.03
302,2/27/09,0.22,0.96,7415.6,7415.6,7415.6,7415.6,7415.6,1371.53,1401.63,1372.44,1377.84,1374.685,736.03,751.27,734.52,735.09,735.56
303,3/2/09,0.22,0.91,7056.16,7056.16,7056.16,7056.16,7056.16,1355.35,1371.91,1322.29,1322.85,1339.1,719.75,729.57,699.7,700.82,710.2850000000001
304,3/3/09,0.2,0.91,7006.35,7006.35,7006.35,7006.35,7006.35,1337.16,1346.81,1313.09,1321.01,1329.085,710.16,711.67,692.3,696.33,703.245
305,3/4/09,0.21,0.92,7177.18,7177.18,7177.18,7177.18,7177.18,1342.15,1370.09,1333.88,1353.74,1347.9450000000002,708.76,724.12,698.6,712.87,710.815
306,3/5/09,0.2,0.85,6865.69,6865.69,6865.69,6865.69,6865.69,1332.3,1342.68,1298.74,1299.59,1315.945,697.42,708.27,677.93,682.55,689.9849999999999
307,3/6/09,0.2,0.81,6873.54,6873.54,6873.54,6873.54,6873.54,1306.25,1320.5,1268.6,1293.85,1300.05,688.18,699.09,666.79,683.38,685.78
308,3/9/09,0.2,0.83,6800.08,6800.08,6800.08,6800.08,6800.08,1281.98,1315.58,1265.62,1268.64,1275.31,675.13,695.27,672.88,676.53,675.8299999999999
309,3/10/09,0.2,0.84,7241.61,7241.61,7241.61,7241.61,7241.61,1293.67,1358.28,1288.95,1358.28,1325.975,691.44,719.6,679.28,719.6,705.52
310,3/11/09,0.19,0.92,7256.64,7256.64,7256.64,7256.64,7256.64,1366.07,1385.2,1352.6,1371.64,1368.855,724.34,731.92,713.85,721.36,722.85
